Nclusters,Ndata,NQUdata,Ndata_mean,Ndata_mean_inoise_cut,Code_Vers,ClusterType,StokesQU_weight,SigmaCut,StationaryCore,mean_dsqr,log_like,mean_sum_beam_sqr,k,frac_cc,frac_fl,overlap,ID,epoch,centX,dcentX,centY,dcentY,slopeX,dslopeX,slopeY,dslopeY,accelX,daccelX,accelY,daccelY,medianFlux,sizeMaj,sizeMin,sizePA
1,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,3.192260938754457,-7.557646639138934,2.6087517434288423,18,0.9981432360742706,0.9998083325602065,,0,2004.2204,1.175861178858503e-18,0.07533050430483555,2.498705005074314e-18,0.024346171128786048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8336078927000004,1.7481239846645527,0.3784504372117265,-79.26341865703068
2,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.32786571772805073,-6.291235121517856,2.6087517434288423,22,0.9705570291777188,0.997336709526111,1.4566341697521942e-10,0,2004.2204,0.0,0.019753047157611243,-1.3010426069826053e-18,0.025708661565400734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5854917212000004,0.3988340780975747,0.34093337862090517,-60.48435746716693
2,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.32786571772805073,-6.291235121517856,2.6087517434288423,22,0.9705570291777188,0.997336709526111,1.4566341697521942e-10,1,2004.2204,-6.209262397844505,0.015315442627150157,1.1456132546352016,0.01039084009419895,-0.20793074115612417,0.010293490794786817,-0.03719011016078181,0.006983671282874378,0.0,0.0,0.0,0.0,0.22630562189999998,0.9282591314359095,0.6257680388093222,-85.08459012675114
3,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.2248496551973398,-5.77235559947775,2.6087517434288423,26,0.9986737400530504,0.9999703230642394,0.015180690073023105,0,2004.2204,-2.342992460437543e-19,0.013927784993339572,4.3129515221106324e-18,0.026769931423740848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4899694675000004,0.33655357314751977,0.16026034638584122,7.167536191837087
3,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.2248496551973398,-5.77235559947775,2.6087517434288423,26,0.9986737400530504,0.9999703230642394,0.015180690073023105,1,2004.2204,-1.608102697782221,0.01342036919259214,0.2552675313589963,0.009073812282399573,0.043825869160208426,0.007793970823879057,-0.15131372036638105,0.005269678290923229,0.0,0.0,0.0,0.0,0.1395966799,0.8632252013804709,0.42269102776201256,-63.70630760632686
3,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.2248496551973398,-5.77235559947775,2.6087517434288423,26,0.9986737400530504,0.9999703230642394,0.015180690073023105,2,2004.2204,-6.4622706652146835,0.00944245749988701,1.1808695021765447,0.010273750714539752,-0.1299079261129658,0.006518305728623018,-0.05605068341968623,0.007092163045248615,0.0,0.0,0.0,0.0,0.21506878089999998,0.6350088137434672,0.563279862677707,22.55958588901734
4,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.13941019124106174,-5.603239258567725,2.6087517434288423,30,0.9806366047745358,0.9980175888075737,0.03134574262704594,0,2004.2204,2.168404344971009e-19,0.01782342557803274,-1.5178830414797062e-18,0.011548960966926283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585433403000001,0.29045660020602837,0.15335046509792424,-70.32822796720492
4,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.13941019124106174,-5.603239258567725,2.6087517434288423,30,0.9806366047745358,0.9980175888075737,0.03134574262704594,1,2004.2204,0.22520474650937938,0.0026470014061310077,0.6536473374337478,0.0025584943400898444,0.05096200201301953,0.0018537271772247595,0.010397286042998027,0.0017917446058075643,0.0,0.0,0.0,0.0,1.7414777417000002,0.18657295594972362,0.1382170187018234,-44.11497449042679
4,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.13941019124106174,-5.603239258567725,2.6087517434288423,30,0.9806366047745358,0.9980175888075737,0.03134574262704594,2,2004.2204,-2.0182539684908134,0.01596809470243037,1.1574401099834644,0.009243512416981566,-0.16492346010529169,0.008065472292179805,0.0464643889005973,0.004668890977346076,0.0,0.0,0.0,0.0,0.06859861,0.8042095105458656,0.43807742254179266,-78.33811749146422
4,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.13941019124106174,-5.603239258567725,2.6087517434288423,30,0.9806366047745358,0.9980175888075737,0.03134574262704594,3,2004.2204,-6.281417769349723,0.009277191211947053,1.6613101122444702,0.01021492658203035,-0.09024468259339624,0.0063674980828457945,-0.02809235135640716,0.00701112264924825,0.0,0.0,0.0,0.0,0.21288301459999998,0.6292299034599433,0.5540814763549534,20.319420293003816
5,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.10536029676738107,-5.162244030640794,2.6087517434288423,34,0.973209549071618,0.9969178400564217,0.057292787701970105,0,2004.2204,3.2526065174565133e-19,0.0044449928262787425,-1.734723475976807e-18,0.01288188054315474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452613336,0.14981824412158518,0.07000606476084954,7.9553842962682495
5,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.10536029676738107,-5.162244030640794,2.6087517434288423,34,0.973209549071618,0.9969178400564217,0.057292787701970105,1,2004.2204,0.14453408324665307,0.0018628552460317536,0.6767514478560811,0.002560876246131962,0.022474038252663878,0.0012990364709890149,0.018212587147695816,0.001785791809911866,0.0,0.0,0.0,0.0,1.697442172,0.17039059654126917,0.10484919137540075,-19.802654821719614
5,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.10536029676738107,-5.162244030640794,2.6087517434288423,34,0.973209549071618,0.9969178400564217,0.057292787701970105,2,2004.2204,-0.8119555433271587,0.0051093818285755845,0.66707655507758,0.005812630374171147,0.13993784433179532,0.0032274852078549017,-0.06290369027342921,0.0036717119958512715,0.0,0.0,0.0,0.0,0.1494182921,0.36939060899558895,0.29921055871802615,25.928714617033876
5,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.10536029676738107,-5.162244030640794,2.6087517434288423,34,0.973209549071618,0.9969178400564217,0.057292787701970105,3,2004.2204,-2.6176344302547645,0.012238488379502224,1.305154276033576,0.008908919881447116,0.1613786705525506,0.00746871704051115,-0.021524349522402092,0.0054367990284286205,0.0,0.0,0.0,0.0,0.0475285997,0.7366429919766947,0.5326502001328322,84.35659312966968
5,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.10536029676738107,-5.162244030640794,2.6087517434288423,34,0.973209549071618,0.9969178400564217,0.057292787701970105,4,2004.2204,-6.407554528057129,0.008534448881595583,1.6928599008028056,0.010233150578162301,-0.10368921570259834,0.005944904990776803,-0.019926962699059532,0.007128182356880434,0.0,0.0,0.0,0.0,0.21288301459999998,0.631314931974064,0.5102795623222356,15.548920854931225
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,0,2004.2204,1.1519648082658485e-19,0.0045737679890378745,4.743384504624082e-19,0.012513088985597165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452613336,0.1492753573278158,0.06663457452313662,6.828137910022633
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,1,2004.2204,0.12580886874836622,0.002379151131747765,0.6818185159091696,0.0025837353416208715,0.011177389243061631,0.0016694507128655494,0.02164122838255143,0.0018130074842097848,0.0,0.0,0.0,0.0,1.7089623972000003,0.18213414829389227,0.1248911009010507,-34.79641203503189
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,2,2004.2204,-0.9958899356358832,0.004948946436853045,0.5648466742109624,0.006345727069911532,0.05453046728480439,0.002883019105255313,-0.1049926477804954,0.0036967165865961892,0.0,0.0,0.0,0.0,0.12585527289999998,0.4114576669140526,0.27184460187850706,-27.6219512971974
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,3,2004.2204,-2.741174852736183,0.011607652681174236,1.3372758985763318,0.008670988300351033,0.067292835014646,0.006932337488708643,-0.011526457404056032,0.005178498953209265,0.0,0.0,0.0,0.0,0.043249759,0.6972202071985308,0.4866214516503107,72.67122204426973
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,4,2004.2204,-6.425733021855128,0.00829829122186896,1.2611308129591106,0.006022300747370492,-0.22199461900146597,0.006139916255269548,0.01737024438577232,0.004455908001331161,0.0,0.0,0.0,0.0,0.11675559109999999,0.5158262728795658,0.3612428727981982,-77.53637611992694
6,3187.000000583,583,354.11111117588894,904.9105495465211,2026-04-16,KMeans,1e-09,7.0,True,0.08762607766453628,-5.2268044081068314,2.6087517434288423,38,0.9758620689655172,0.9969538272106191,0.12621216126993243,5,2004.2204,-6.32798235573606,0.008570003226140079,2.2211003068706114,0.00766545626256055,-0.0014033983677745508,0.005546801360989528,0.04094053325536195,0.004961347400673847,0.0,0.0,0.0,0.0,0.08705292299999999,0.5666794243029967,0.3791916505015287,53.46540611166022
