source,band,ep_name,epoch,clusterID,N_Icc,N_QUcc,avg_x,avg_y,dist,pa,pred_x,pred_y,core_x,core_y,fwhm_maj,fwhm_min,cpa,iflux,qflux,uflux,pflux,evpa,select,robust,use_in_fit,ClusterType,Nclusters,Nepochs,ep_min,ep_max,ref_epoch,origID,medianFlux,centX,centY,dcentX,dcentY,slopeX,slopeY,dslopeX,dslopeY,accelX,accelY,daccelX,daccelY,sizeMaj,sizeMin,sizePA,bmaj,bmin,bpa,inoise,pnoise
0003+380,u,2006_03_09,2006.1834,-1,0,0,,,,,,,-0.046018112655874695,0.01646266484363822,,,,,,,,,False,False,False,KMeans,3,5,2006.1834,2008.3299,2007.2348,-1,,,,,,,,,,,,,,,,,1.084010040488268,0.7848500187045601,17.644699182913,0.00047400504899356084,0.0005640722523693953
0003+380,u,2006_03_09,2006.1834,0,14,4,-0.046018112655874695,0.016462664843638224,0.0488741856828606,-70.31567795576984,-0.046018112655874695,0.01646266484363822,-0.046018112655874695,0.01646266484363822,0.14791839795675524,0.14791839795675524,90.0,0.47234676999999997,-0.00550523,0.0030476825,0.006292529378056669,75.51559425965512,False,True,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,0,0.387102091,-1.0666371002167247e-18,2.3772070040744575e-19,0.013332826469405687,0.009674571960344299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08516022281052954,0.0527630747208897,-29.972363510830974,1.084010040488268,0.7848500187045601,17.644699182913,0.00047400504899356084,0.0005640722523693953
0003+380,u,2006_03_09,2006.1834,2,24,3,0.28183793480616953,-0.1139895924675837,0.30401685592534583,112.02091200242054,0.33422603514769583,-0.13917230089850696,-0.046018112655874695,0.01646266484363822,0.437171165147732,0.24577822817695869,-71.9227429795088,0.13036721329999998,-0.008588756599999999,,,,False,True,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,1,0.17883859199999996,0.4594377939029558,-0.22831333818515578,0.009507007164547575,0.004672510868628963,0.07532209064046125,-0.06912533045749153,0.012926958731553998,0.006353351178354619,0.0,0.0,0.0,0.0,0.1972358297147791,0.06554278673986974,-68.4412445849737,1.084010040488268,0.7848500187045601,17.644699182913,0.00047400504899356084,0.0005640722523693953
0003+380,u,2006_03_09,2006.1834,1,37,0,1.558106572518801,-0.7336258564118592,1.7221797201576612,115.21314167614469,1.4625606483356115,-0.6486728482072499,-0.046018112655874695,0.01646266484363822,2.170230804708615,0.44631039651589943,-53.18998834375998,0.036153751199999994,,,,,False,False,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,2,0.020263493200000003,1.8021562040323418,-0.8221849396800736,0.033924301933051855,0.027944100959277185,0.2792252644482018,-0.14937172021036405,0.04659355105138521,0.03838000549578335,0.0,0.0,0.0,0.0,0.8610154035307003,0.1718801588797666,-52.77408369423236,1.084010040488268,0.7848500187045601,17.644699182913,0.00047400504899356084,0.0005640722523693953
0003+380,u,2006_12_01,2006.9144,-1,1,0,,,,,,,-0.08992317058822048,0.06622179282514584,,,,0.000352868,,,,,False,False,False,KMeans,3,5,2006.1834,2008.3299,2007.2348,-1,,,,,,,,,,,,,,,,,0.9053560143866519,0.619694989293096,-17.386599994557,0.0005241623902044089,0.0004974407721904926
0003+380,u,2006_12_01,2006.9144,0,14,6,-0.08992317058822048,0.06622179282514583,0.11167588125291306,-53.631089790667254,-0.08992317058822048,0.06622179282514584,-0.08992317058822048,0.06622179282514584,0.1784352269872,0.1784352269872,90.0,0.30527155699999997,,-0.001591938,,,False,True,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,0,0.387102091,-1.0666371002167247e-18,2.3772070040744575e-19,0.013332826469405687,0.009674571960344299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08516022281052954,0.0527630747208897,-29.972363510830974,0.9053560143866519,0.619694989293096,-17.386599994557,0.0005241623902044089,0.0004974407721904926
0003+380,u,2006_12_01,2006.9144,2,21,6,0.33690769343769333,-0.14030078399847581,0.364953564016155,112.60864514933944,0.3453814254735268,-0.13994378948142527,-0.08992317058822048,0.06622179282514584,0.30108703911787205,0.10779263825042851,-67.81398837846154,0.17883859199999996,,-0.0026685598999999995,,,False,True,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,1,0.17883859199999996,0.4594377939029558,-0.22831333818515578,0.009507007164547575,0.004672510868628963,0.07532209064046125,-0.06912533045749153,0.012926958731553998,0.006353351178354619,0.0,0.0,0.0,0.0,0.1972358297147791,0.06554278673986974,-68.4412445849737,0.9053560143866519,0.619694989293096,-17.386599994557,0.0005241623902044089,0.0004974407721904926
0003+380,u,2006_12_01,2006.9144,1,10,0,1.3767759231654553,-0.4972025923793507,1.4638040717516938,109.85644799959756,1.6227692587148999,-0.7081044476995176,-0.08992317058822048,0.06622179282514584,0.2780185184973828,0.2780185184973828,90.0,0.019471027999999998,,,,,False,False,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,2,0.020263493200000003,1.8021562040323418,-0.8221849396800736,0.033924301933051855,0.027944100959277185,0.2792252644482018,-0.14937172021036405,0.04659355105138521,0.03838000549578335,0.0,0.0,0.0,0.0,0.8610154035307003,0.1718801588797666,-52.77408369423236,0.9053560143866519,0.619694989293096,-17.386599994557,0.0005241623902044089,0.0004974407721904926
0003+380,u,2007_03_28,2007.2348,-1,2,0,,,,,,,-0.03439538668186541,0.027582417204448085,,,,0.00027731559999999997,,,,,False,False,False,KMeans,3,5,2006.1834,2008.3299,2007.2348,-1,,,,,,,,,,,,,,,,,0.9223750149094081,0.658107988336296,-14.913499486669,0.00034097610375952213,0.0003645138615122654
0003+380,u,2007_03_28,2007.2348,0,8,0,-0.03439538668186542,0.027582417204448085,0.04408891429639971,-51.27310688940843,-0.03439538668186541,0.027582417204448085,-0.03439538668186541,0.027582417204448085,0.20055232471879705,0.12425704096769524,-29.972363510830974,0.380856242,,,,,False,True,True,KMeans,3,5,2006.1834,2008.3299,2007.2348,0,0.387102091,-1.0666371002167247e-18,2.3772070040744575e-19,0.013332826469405687,0.009674571960344299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08516022281052954,0.0527630747208897,-29.972363510830974,0.9223750149094081,0.658107988336296,-14.913499486669,0.00034097610375952213,0.0003645138615122654
