Nclusters,Ndata,NQUdata,Ndata_mean,Ndata_mean_inoise_cut,Code_Vers,ClusterType,StokesQU_weight,SigmaCut,StationaryCore,mean_dsqr,log_like,mean_sum_beam_sqr,k,frac_cc,frac_fl,overlap,ID,epoch,centX,dcentX,centY,dcentY,slopeX,dslopeX,slopeY,dslopeY,accelX,daccelX,accelY,daccelY,medianFlux,sizeMaj,sizeMin,sizePA
1,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.20472379378072517,-4.65520320746531,1.3168866727273463,14,0.9688644688644689,0.999213421440932,,0,2007.6427,-3.5664628913187554e-18,0.03672687091532439,-2.5406845753107593e-18,0.01921032576311542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918896189,0.4671760510962723,0.060727855713030125,-63.001940582862815
2,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.09730650554153815,-3.871289168008024,1.3168866727273463,18,0.9688644688644689,0.9979914996936433,0.12779278810212916,0,2007.6427,1.3010426069826053e-18,0.025450959150620175,-1.3010426069826053e-18,0.014533421169896045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616456691,0.22034108415434986,0.037117227911744245,-61.32797755687342
2,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.09730650554153815,-3.871289168008024,1.3168866727273463,18,0.9688644688644689,0.9979914996936433,0.12779278810212916,1,2007.6427,1.2089745270908452,0.06733757801600099,-0.5575147608336143,0.030477299173556804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050521923699999985,0.8117476452672217,0.15915025883886214,-58.676264597071
3,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.04416092672940195,-3.7733681247383335,1.3168866727273463,22,0.9798534798534798,0.9994590711098698,0.04358938203058852,0,2007.6427,-4.802633665759807e-19,0.010770853293671133,-1.274573798882705e-19,0.007523205180506724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387102091,0.08616465156001799,0.05487990463069065,-35.8248658335049
3,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.04416092672940195,-3.7733681247383335,1.3168866727273463,22,0.9798534798534798,0.9994590711098698,0.04358938203058852,1,2007.6427,0.48976489840400567,0.008757858857846154,-0.25320569074541444,0.004120415625334567,0.0772431529778801,0.010038198188856096,-0.06450853991518443,0.004722792333026931,0.0,0.0,0.0,0.0,0.17883859199999996,0.2195620144066917,0.06180309962055269,-68.33647443297777
3,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.04416092672940195,-3.7733681247383335,1.3168866727273463,22,0.9798534798534798,0.9994590711098698,0.04358938203058852,2,2007.6427,1.864340863922186,0.030584713054072656,-0.8672922082697095,0.024569284403183345,0.21671805175759806,0.03000149627453695,-0.13005465170916325,0.02410077522018765,0.0,0.0,0.0,0.0,0.019471027999999998,0.9143310901480035,0.1684851038109952,-52.90473793716559
4,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.018977831007839494,-3.6558994854942535,1.3168866727273463,26,0.9761904761904762,0.9990504063685727,0.03157229015400588,0,2007.6427,-2.577705445057195e-20,0.010603131779754348,-4.046331386719725e-19,0.00755900859135188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387102091,0.08348611254006208,0.05298974067370796,-30.265720322273893
4,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.018977831007839494,-3.6558994854942535,1.3168866727273463,26,0.9761904761904762,0.9990504063685727,0.03157229015400588,1,2007.6427,0.45597979829050617,0.006473567081432876,-0.2386980060775055,0.003618361952003991,0.03219270840831153,0.007342693030641194,-0.04246916183818327,0.004104154750094321,0.0,0.0,0.0,0.0,0.17060518730000002,0.16617944477425758,0.05682031885817319,-64.05648692403348
4,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.018977831007839494,-3.6558994854942535,1.3168866727273463,26,0.9761904761904762,0.9990504063685727,0.03157229015400588,2,2007.6427,1.430971778305083,0.013118528825396715,-0.5952349503053841,0.007404365608052115,0.0022283116744980513,0.012895636736905471,-0.03386277991990168,0.007278560760854887,0.0,0.0,0.0,0.0,0.0263103931,0.3306665978314466,0.12462752444209538,-65.747758379436
4,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.018977831007839494,-3.6558994854942535,1.3168866727273463,26,0.9761904761904762,0.9990504063685727,0.03157229015400588,3,2007.6427,3.647955934639629,0.023983597572052047,-2.2351027462022683,0.019309416097369178,0.16598456766424938,0.022766417846719348,-0.09769464979446554,0.01832945344951694,0.0,0.0,0.0,0.0,0.0024545914,0.6444970088365435,0.32889501547100636,-55.665617084344916
5,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.01278190968697736,-3.7101061060919553,1.3168866727273463,30,0.9835164835164835,0.9997402309067214,0.12963535001912008,0,2007.6427,-3.5236570605778894e-19,0.0107327883106565,6.776263578034403e-21,0.007609843062872366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38466941099999996,0.0832957611823606,0.0520850035418933,-29.51509785170262
5,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.01278190968697736,-3.7101061060919553,1.3168866727273463,30,0.9835164835164835,0.9997402309067214,0.12963535001912008,1,2007.6427,0.4126531300226071,0.004824126303871938,-0.21542775249652538,0.002814684158928419,0.015016124445964512,0.005396166216413182,-0.036873575785114986,0.003148446498196429,0.0,0.0,0.0,0.0,0.08923640669999999,0.11647381712704923,0.05943442924825099,-60.8528385163639
5,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.01278190968697736,-3.7101061060919553,1.3168866727273463,30,0.9835164835164835,0.9997402309067214,0.12963535001912008,2,2007.6427,0.7329838699482437,0.005679953663638867,-0.35403236176102015,0.0035422548498631927,0.33223673628220224,0.006242506940358322,-0.16114738525319536,0.0038930864218745197,0.0,0.0,0.0,0.0,0.059276918,0.12913974510548962,0.08271069750899497,-76.20967360812904
5,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.01278190968697736,-3.7101061060919553,1.3168866727273463,30,0.9835164835164835,0.9997402309067214,0.12963535001912008,3,2007.6427,1.6639099628935181,0.010277235196285515,-0.6854469493044851,0.008652122728195703,0.22915856340221497,0.010682635592709936,-0.11455394717507793,0.008993418214475033,0.0,0.0,0.0,0.0,0.016932055100000003,0.2512641412680843,0.13329320065129996,-53.84755592082338
5,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.01278190968697736,-3.7101061060919553,1.3168866727273463,30,0.9835164835164835,0.9997402309067214,0.12963535001912008,4,2007.6427,3.6636696441602856,0.023574447503664272,-2.2467148398754375,0.019045457338019732,0.17767326458946922,0.022424873301358016,-0.10684242310048525,0.018116732861083052,0.0,0.0,0.0,0.0,0.0024012548,0.6305447868803538,0.3312331700308592,-55.86855488267952
6,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.010465019689829809,-3.644950986167983,1.3168866727273463,34,0.9835164835164835,0.9996871410788586,0.1037693392996082,0,2007.6427,-6.093684172371642e-19,0.010754995745219912,-3.140839258368053e-20,0.007626375512733186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38466941099999996,0.08284974326978153,0.05145412034113123,-28.360233909623304
6,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.010465019689829809,-3.644950986167983,1.3168866727273463,34,0.9835164835164835,0.9996871410788586,0.1037693392996082,1,2007.6427,0.36962086320368825,0.002896242559646502,-0.19750164104886528,0.002747551926731106,0.04154444438850522,0.0030721409355573964,-0.0465898546551866,0.002914419829432542,0.0,0.0,0.0,0.0,0.11736551199999998,0.0844508488244287,0.05815550506935453,-34.765609062451745
6,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.010465019689829809,-3.644950986167983,1.3168866727273463,34,0.9835164835164835,0.9996871410788586,0.1037693392996082,2,2007.6427,0.6283608894655289,0.0037953268806652203,-0.32783202668637557,0.002614713862931395,0.10842978428288595,0.005597112643972464,-0.06322895673195611,0.0038560178036676244,0.0,0.0,0.0,0.0,0.0300222057,0.09985236041335147,0.06384363042140451,-56.06848465616696
6,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.010465019689829809,-3.644950986167983,1.3168866727273463,34,0.9835164835164835,0.9996871410788586,0.1037693392996082,3,2007.6427,1.0542219697385369,0.0072329323501381625,-0.42275284138378366,0.0036660531086910204,0.17906185333970936,0.006550644297592993,-0.12157989546639199,0.0033202315089620837,0.0,0.0,0.0,0.0,0.014649170500000001,0.156883368798611,0.08585716312329623,-84.05047108183561
6,471.000000075,75,67.28571429642857,382.68219586898635,2026-04-05,KMeans,1e-09,7.0,True,0.010465019689829809,-3.644950986167983,1.3168866727273463,34,0.9835164835164835,0.9996871410788586,0.1037693392996082,4,2007.6427,1.7183917537606948,0.009848441407497398,-0.7187275648124047,0.008455144305306568,0.2731505069325792,0.01021571843796085,-0.13611593032414698,0.00877046123354954,0.0,0.0,0.0,0.0,0.015862406100000004,0.22434220148541661,0.13312813524439632,-54.208040346708415
