source,band,ep_name,epoch,clusterID,N_Icc,N_QUcc,avg_x,avg_y,dist,pa,pred_x,pred_y,core_x,core_y,fwhm_maj,fwhm_min,cpa,iflux,qflux,uflux,pflux,evpa,select,robust,use_in_fit,ClusterType,Nclusters,Nepochs,ep_min,ep_max,ref_epoch,origID,medianFlux,centX,centY,dcentX,dcentY,slopeX,slopeY,dslopeX,dslopeY,accelX,accelY,daccelX,daccelY,sizeMaj,sizeMin,sizePA,bmaj,bmin,bpa,inoise,pnoise
0003-066,u,2000_01_11,2000.026,2,67,0,-3.107524756243656,0.8285908986866019,3.216095923329008,-75.07000071523035,-2.9636248705034376,0.7227761454971375,-0.15774593816549484,-0.5668638293671981,1.5591361609025918,1.4837300509704148,85.52174672554057,0.0694805434,,,,,False,True,True,KMeans,5,9,1995.5688,2003.0951,2000.026,3,0.0694805434,-2.8058789323379427,1.2896399748643357,0.012580204231618925,0.010308663287530962,-0.28050670575318154,0.060900455215418696,0.004314684751087378,0.0035356049450303907,0.0,0.0,0.0,0.0,0.5651386746463093,0.4567775515709457,-79.79419365775189,1.9635700363642798,0.530543985593904,-13.596900269427,0.000558791741427108,
0003-066,u,2000_01_11,2000.026,1,75,0,-5.821404337666743,1.1191892185759995,5.928012564897441,-79.11743059707551,-6.046832546348443,1.22698851885771,-0.15774593816549484,-0.5668638293671981,1.8907703146923667,1.4067270727418155,-0.8652725066207267,0.0655235244,,,,,False,True,True,KMeans,5,9,1995.5688,2003.0951,2000.026,4,0.0655235244,-5.889086608182948,1.7938523482249082,0.013554617832495534,0.016622143691858198,-0.13875302411300316,-0.01904034028905834,0.0061311876242625555,0.007518727783524063,0.0,0.0,0.0,0.0,0.6341555300150111,0.5171234140095358,-0.18145572339432192,1.9635700363642798,0.530543985593904,-13.596900269427,0.000558791741427108,
0003-066,u,2001_01_21,2001.0554,-1,24,0,,,,,,,-0.08697056339965617,-0.5432568472496229,,,,0.0171162822,,,,,False,False,False,KMeans,5,9,1996.82,2004.2204,2001.0554,-1,,,,,,,,,,,,,,,,,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_01_21,2001.0554,0,14,0,-0.08697056339965618,-0.5432568472496229,0.5501744096026765,-170.9046361442078,-0.08697056339965617,-0.5432568472496229,-0.08697056339965617,-0.5432568472496229,0.1454191146663463,0.1454191146663463,90.0,0.49727123999999995,,,,,False,True,True,KMeans,5,9,1996.82,2004.2204,2001.0554,0,0.49727123999999995,-4.579692726445804e-19,3.2963641457894834e-19,0.004826380156920438,0.011459165889358086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14570348275007045,0.07741803804745287,9.535646723838909,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_01_21,2001.0554,4,40,0,0.013400648462052581,0.16365982222942088,0.16420753573258798,4.68099957734964,0.0532421061921175,0.08409486866059601,-0.08697056339965617,-0.5432568472496229,0.39611378127019825,0.15147270963523096,-0.055171432581744284,1.0550257376999996,,,,,False,True,True,KMeans,5,9,1996.82,2004.2204,2001.0554,1,1.697442172,0.14021266959177367,0.6273517159102189,0.001815038190570162,0.002995510890372723,-0.009586784444483647,0.008493555054073924,0.0008077489915835582,0.0013330964128176568,0.0,0.0,0.0,0.0,0.17102956541477138,0.09296235982750398,-11.978305450614698,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_01_21,2001.0554,3,79,0,-1.1682720401473956,0.311565911117323,1.2091041629076156,-75.06736029163498,-1.0989816428618133,0.23666021560144657,-0.08697056339965617,-0.5432568472496229,0.8574567948158193,0.5988763793918178,-41.08134910931514,0.1580975692,,,,,False,True,True,KMeans,5,9,1996.82,2004.2204,2001.0554,2,0.1580975692,-1.012011079462157,0.7799170628510694,0.006223425076040592,0.007408091046374227,-0.08960727679215993,-0.029271265258113223,0.002734139059438213,0.0032545986877458417,0.0,0.0,0.0,0.0,0.406110805663746,0.26793707287937074,-31.997301586176008,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_01_21,2001.0554,2,71,0,-3.1915472536337726,0.820457739510353,3.2953186150203617,-75.58302983928338,-3.014251578517773,0.7980935960189779,-0.08697056339965617,-0.5432568472496229,1.7320299411813307,0.9126630446994899,87.28184474533106,0.0481615666,,,,,False,True,True,KMeans,5,9,1996.82,2004.2204,2001.0554,3,0.048640475300000006,-2.927281015118117,1.3413504432686008,0.013083089560424432,0.010793132499844153,-0.1446680411088322,0.04828534100817178,0.005513361899065515,0.0045483480963250415,0.0,0.0,0.0,0.0,0.6317621520167895,0.5211193634959784,88.98682882309848,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_01_21,2001.0554,1,140,0,-6.026646415506712,1.154534097190683,6.136237935340823,-79.15515120039873,-6.098837288568993,1.2260631400533892,-0.08697056339965617,-0.5432568472496229,1.4636509266598394,1.2004285167234137,-8.622665578997868,0.0930288209,,,,,False,True,True,KMeans,5,9,1996.82,2004.2204,2001.0554,4,0.0930288209,-6.011866725169337,1.769319987303012,0.011443846620720871,0.014020833792002339,-0.1525697544311922,-0.03180040019501377,0.00554315430894906,0.006791391725617223,0.0,0.0,0.0,0.0,0.6267590158655448,0.5109448335530024,3.0747903899379025,1.7338900610858041,0.6215039971959241,-12.206299367621,0.0004982344836539947,
0003-066,u,2001_10_31,2001.8303,-1,4,0,,,,,,,-0.08114419303083657,-0.3718314668446616,,,,0.001625043,,,,,False,False,False,KMeans,5,9,1998.8268,2004.4422,2001.8303,-1,,,,,,,,,,,,,,,,,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2001_10_31,2001.8303,0,12,0,-0.08114419303083657,-0.37183146684466173,0.380582474371165,-167.6894355204569,-0.08114419303083657,-0.3718314668446616,-0.08114419303083657,-0.3718314668446616,0.18856696844662413,0.18856696844662413,90.0,0.464863606,,,,,False,True,True,KMeans,5,9,1998.8268,2004.4422,2001.8303,0,0.544010281,1.491984224215997e-19,-5.463872111864535e-19,0.0046537635928866,0.012477562330678016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16236122912759868,0.08325014158254636,6.214292011908896,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2001_10_31,2001.8303,4,25,0,0.017606540722044522,0.21204580910559576,0.2127755047824908,4.746482619536531,0.05817476731959788,0.2648506565540524,-0.08114419303083657,-0.3718314668446616,0.5596275444717222,0.1314280071500186,-1.281716159115831,0.7985134905,,,,,False,True,True,KMeans,5,9,1998.8268,2004.4422,2001.8303,1,1.7236851222,0.13931896035043445,0.636682123398714,0.002055322224352263,0.00274026642877444,-0.00715006713990931,-0.0033640386839941167,0.0009878589461353637,0.0013170668201733418,0.0,0.0,0.0,0.0,0.1729177307785608,0.10440232234512165,-20.99977479015689,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2001_10_31,2001.8303,3,66,0,-1.2280332095744781,0.4515736892830962,1.308428202336888,-69.81046133065607,-1.1116487693812394,0.34018354589014854,-0.08114419303083657,-0.3718314668446616,0.9361500532923883,0.37468481886517957,-51.77812433900948,0.1281041979,,,,,False,True,True,KMeans,5,9,1998.8268,2004.4422,2001.8303,2,0.1281041979,-1.0305045763504028,0.7120150127348102,0.006102803481420707,0.0073033957505785445,-0.03922131338921577,-0.04853970496539817,0.003064937318461153,0.003667896280059763,0.0,0.0,0.0,0.0,0.43018537131272605,0.26860340345539196,-33.86619385057304,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2001_10_31,2001.8303,2,68,0,-3.0114179482946346,0.8111841640753441,3.1187590171986166,-74.92410033024075,-2.950596346119395,0.9624718540088208,-0.08114419303083657,-0.3718314668446616,1.5400282104863636,0.9672690764938672,-75.48488878474613,0.0369227099,,,,,False,True,True,KMeans,5,9,1998.8268,2004.4422,2001.8303,3,0.0480802149,-2.869452153088558,1.3343033208534825,0.011612792911750556,0.010037017916798029,0.03892771849585283,0.024365912734822994,0.0058003095948418095,0.005013248041949866,0.0,0.0,0.0,0.0,0.6167176884729764,0.5291506203945309,81.1768390853872,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2001_10_31,2001.8303,1,141,0,-6.237114982236891,1.4144205312306377,6.395481900592844,-77.22286449954164,-6.183198586851405,1.3729075586294774,-0.08114419303083657,-0.3718314668446616,1.494159423786523,1.146099579282624,-4.7308176487186415,0.124126786,,,,,False,True,True,KMeans,5,9,1998.8268,2004.4422,2001.8303,4,0.124126786,-6.102054393820568,1.744739025474139,0.010601487327630674,0.012764619447956895,-0.16162620807268316,-0.03225726421821487,0.005716535480059469,0.006882939884625663,0.0,0.0,0.0,0.0,0.6332416292557912,0.5201022384193573,9.571611106625511,1.698450030825552,0.553676002036668,-12.10999967674,0.0005124728669520911,
0003-066,u,2002_05_19,2002.3778,-1,3,0,,,,,,,-0.08931298490240766,-0.483054095867252,,,,0.0022654649,,,,,False,False,False,KMeans,5,9,1999.4565,2005.2225,2002.3778,-1,,,,,,,,,,,,,,,,,1.57676001386886,0.615232009519632,-7.6482503184153,0.0008339683676778148,
0003-066,u,2002_05_19,2002.3778,0,15,0,-0.0893129849024076,-0.4830540958672518,0.49124135494307253,-169.5247482810085,-0.08931298490240766,-0.483054095867252,-0.08931298490240766,-0.483054095867252,0.14895978645088148,0.14895978645088148,90.0,0.5610295879,,,,,False,True,True,KMeans,5,9,1999.4565,2005.2225,2002.3778,0,0.5017934006,2.25551864205332e-19,1.598729689370681e-18,0.0046297297666327295,0.012643398481856324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16436332696943198,0.0804711322010606,6.460963996434572,1.57676001386886,0.615232009519632,-7.6482503184153,0.0008339683676778148,
